TITLE;PNA_T95_120920b_BfCool
DATA TYPE;
ORIGIN;JASCO
OWNER;
DATE;12/09/20
TIME;15:25:14
SPECTROMETER/DATA SYSTEM;
LOCALE;1036
RESOLUTION;
DELTAX;-0,5
XUNITS;NANOMETERS
YUNITS;CD [mdeg]
Y2UNITS;HT [V]
Y3UNITS;ABSORBANCE
FIRSTX;  260,0000
LASTX;  195,0000
NPOINTS;     131
FIRSTY;     1,04826
MAXY;     1,77088
MINY;    -2,61515
XYDATA
260,0000;1,04826;249,098;0,636796
259,5000;0,919038;249,289;0,639276
259,0000;0,953133;249,633;0,643742
258,5000;0,988714;249,95;0,647849
258,0000;1,03912;250,121;0,650072
257,5000;1,02627;250,259;0,651858
257,0000;1,02402;250,44;0,654203
256,5000;0,991902;250,624;0,656587
256,0000;0,876363;250,856;0,659599
255,5000;1,06596;251,186;0,66388
255,0000;0,947288;251,329;0,665744
254,5000;0,878122;251,404;0,666711
254,0000;0,807141;251,529;0,668335
253,5000;0,80185;251,686;0,670362
253,0000;0,956969;251,835;0,672298
252,5000;0,930899;251,968;0,67403
252,0000;0,803112;252,131;0,67614
251,5000;0,888462;252,261;0,67782
251,0000;0,98577;252,304;0,678378
250,5000;0,941057;252,356;0,679057
250,0000;0,798601;252,451;0,680293
249,5000;0,788119;252,547;0,681533
249,0000;0,705275;252,578;0,681934
248,5000;0,653073;252,577;0,681919
248,0000;0,695828;252,548;0,681553
247,5000;0,768464;252,561;0,681713
247,0000;0,700993;252,612;0,682372
246,5000;0,610387;252,708;0,683618
246,0000;0,642092;252,834;0,685257
245,5000;0,603271;252,9;0,686117
245,0000;0,530031;252,88;0,685847
244,5000;0,576523;252,895;0,686051
244,0000;0,737545;252,988;0,687249
243,5000;0,715477;253,031;0,687817
243,0000;0,762524;253,076;0,688402
242,5000;0,631397;253,081;0,688466
242,0000;0,510385;253,164;0,689533
241,5000;0,576439;253,293;0,691216
241,0000;0,596973;253,375;0,692279
240,5000;0,566101;253,479;0,693625
240,0000;0,529152;253,641;0,695729
239,5000;0,616149;253,862;0,698589
239,0000;0,496002;254,045;0,700963
238,5000;0,500019;254,287;0,704107
238,0000;0,457829;254,542;0,707404
237,5000;0,459635;254,856;0,711486
237,0000;0,567453;255,254;0,716644
236,5000;0,259421;255,592;0,721032
236,0000;0,361052;256,073;0,727263
235,5000;0,499314;256,609;0,734214
235,0000;0,31206;257,141;0,741123
234,5000;0,316557;257,779;0,74939
234,0000;0,37676;258,523;0,75905
233,5000;0,454331;259,349;0,769755
233,0000;0,290901;260,235;0,78125
232,5000;0,333929;261,265;0,794609
232,0000;0,346333;262,396;0,80927
231,5000;0,260894;263,648;0,825515
231,0000;0,380281;265,158;0,8451
230,5000;0,517677;266,787;0,866228
230,0000;0,215139;268,383;0,88693
229,5000;0,210458;270,361;0,912586
229,0000;0,236245;272,837;0,944691
228,5000;0,210903;275,605;0,980591
228,0000;0,253488;278,607;1,01853
227,5000;0,337135;281,893;1,05503
227,0000;0,243799;285,464;1,09443
226,5000;0,124347;289,462;1,13817
226,0000;0,428141;294,018;1,18756
225,5000;0,182793;298,918;1,24012
225,0000;0,113102;304,436;1,29864
224,5000;-0,00351221;310,553;1,36266
224,0000;-0,244208;317,255;1,4318
223,5000;0,133258;324,833;1,50871
223,0000;0,141697;333,124;1,59128
222,5000;0,0586902;342,205;1,67987
222,0000;0,125689;352,24;1,77549
221,5000;-0,072709;363,111;1,87639
221,0000;-0,578085;374,817;1,98193
220,5000;-0,663926;387,597;2,09344
220,0000;-0,0313779;401,645;2,21157
219,5000;0,585331;416,707;2,33305
219,0000;0,438404;432,692;2,45612
218,5000;-0,394497;449,515;2,57533
218,0000;-0,645169;467,439;2,69735
217,5000;0,698056;486,74;2,82597
217,0000;-0,400543;506,253;2,95309
216,5000;-1,08277;526,471;3,0817
216,0000;-0,762958;547,351;3,21122
215,5000;-1,11501;568,432;3,33857
215,0000;-2,03109;589,637;3,46321
214,5000;-1,15288;611,484;3,58519
214,0000;-2,10993;632,566;3,68724
213,5000;-2,61515;653,426;3,78821
213,0000;-0,203823;674,742;3,89139
212,5000;-1,14774;694,124;3,98521
212,0000;-0,760414;713,048;4,07681
211,5000;-0,4099;730,41;4,16085
211,0000;-0,662257;745,701;4,23486
210,5000;0,727494;759,382;4,30109
210,0000;0,0236811;770,236;4,35363
209,5000;-0,194703;779,309;4,39754
209,0000;-0,748742;786,098;4,43041
208,5000;-1,62019;790,829;4,45331
208,0000;-1,3761;794,203;4,46964
207,5000;-0,130313;796,485;4,48069
207,0000;-0,411495;797,143;4,48387
206,5000;-0,681335;797,166;4,48398
